tileset,tiles,collision,treatment,cells,maps,example_map,x,y
TILESET_BATTLE_TOWER_OUTSIDE,16:17:13:14,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,7,22
TILESET_BATTLE_TOWER_OUTSIDE,171:159:6:6,0,classified_ground,1,1,BATTLE_TOWER_OUTSIDE,6,9
TILESET_BATTLE_TOWER_OUTSIDE,173:172:6:6,0,classified_ground,1,1,BATTLE_TOWER_OUTSIDE,11,9
TILESET_BATTLE_TOWER_OUTSIDE,175:157:157:140,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,13,1
TILESET_BATTLE_TOWER_OUTSIDE,17:17:14:14,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,8,22
TILESET_BATTLE_TOWER_OUTSIDE,17:18:14:15,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,10,22
TILESET_BATTLE_TOWER_OUTSIDE,181:182:183:184,113,classified_ground,2,1,BATTLE_TOWER_OUTSIDE,8,9
TILESET_BATTLE_TOWER_OUTSIDE,185:211:186:210,7,classified_fence,1,1,BATTLE_TOWER_OUTSIDE,10,9
TILESET_BATTLE_TOWER_OUTSIDE,188:189:6:6,0,classified_ground,1,1,BATTLE_TOWER_OUTSIDE,5,9
TILESET_BATTLE_TOWER_OUTSIDE,189:190:6:6,0,classified_ground,1,1,BATTLE_TOWER_OUTSIDE,12,9
TILESET_BATTLE_TOWER_OUTSIDE,191:6:6:6,0,classified_ground,1,1,BATTLE_TOWER_OUTSIDE,13,9
TILESET_BATTLE_TOWER_OUTSIDE,192:193:199:200,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,4,0
TILESET_BATTLE_TOWER_OUTSIDE,193:193:0:0,7,generic_wall_review,4,1,BATTLE_TOWER_OUTSIDE,5,0
TILESET_BATTLE_TOWER_OUTSIDE,193:198:203:204,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,13,0
TILESET_BATTLE_TOWER_OUTSIDE,194:131:201:147,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,7,0
TILESET_BATTLE_TOWER_OUTSIDE,195:195:205:205,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,11,1
TILESET_BATTLE_TOWER_OUTSIDE,196:196:205:205,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,5,1
TILESET_BATTLE_TOWER_OUTSIDE,19:21:62:63,7,classified_tree,72,1,BATTLE_TOWER_OUTSIDE,0,1
TILESET_BATTLE_TOWER_OUTSIDE,206:131:205:147,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,7,1
TILESET_BATTLE_TOWER_OUTSIDE,208:185:209:186,7,classified_fence,1,1,BATTLE_TOWER_OUTSIDE,7,9
TILESET_BATTLE_TOWER_OUTSIDE,26:27:1:2,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,7,25
TILESET_BATTLE_TOWER_OUTSIDE,26:27:26:27,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,7,24
TILESET_BATTLE_TOWER_OUTSIDE,27:27:27:27,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,8,24
TILESET_BATTLE_TOWER_OUTSIDE,27:27:27:38,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,9,24
TILESET_BATTLE_TOWER_OUTSIDE,27:27:2:2,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,9,25
TILESET_BATTLE_TOWER_OUTSIDE,27:28:2:22,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,10,25
TILESET_BATTLE_TOWER_OUTSIDE,27:28:38:28,7,generic_wall_review,1,1,BATTLE_TOWER_OUTSIDE,10,24
TILESET_BATTLE_TOWER_OUTSIDE,30:31:19:21,7,classified_tree,72,1,BATTLE_TOWER_OUTSIDE,0,0
TILESET_BATTLE_TOWER_OUTSIDE,30:31:62:63,21,classified_bush,34,1,BATTLE_TOWER_OUTSIDE,14,0
TILESET_BATTLE_TOWER_OUTSIDE,43:44:59:60,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,0,16
TILESET_BATTLE_TOWER_OUTSIDE,44:44:60:60,7,generic_wall_review,6,1,BATTLE_TOWER_OUTSIDE,0,18
TILESET_BATTLE_TOWER_OUTSIDE,44:45:60:61,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,1,16
TILESET_BATTLE_TOWER_OUTSIDE,45:60:61:45,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,4,18
TILESET_BATTLE_TOWER_OUTSIDE,47:47:47:47,0,classified_ground,16,1,BATTLE_TOWER_OUTSIDE,8,10
TILESET_BATTLE_TOWER_OUTSIDE,55:56:57:58,113,classified_ground,1,1,BATTLE_TOWER_OUTSIDE,8,25
TILESET_BATTLE_TOWER_OUTSIDE,59:60:75:76,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,0,17
TILESET_BATTLE_TOWER_OUTSIDE,5:5:5:5,0,classified_ground,64,1,BATTLE_TOWER_OUTSIDE,2,4
TILESET_BATTLE_TOWER_OUTSIDE,60:60:60:60,7,generic_wall_review,26,1,BATTLE_TOWER_OUTSIDE,0,19
TILESET_BATTLE_TOWER_OUTSIDE,60:61:76:77,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,1,17
TILESET_BATTLE_TOWER_OUTSIDE,61:61:61:61,7,generic_wall_review,16,1,BATTLE_TOWER_OUTSIDE,4,19
TILESET_BATTLE_TOWER_OUTSIDE,64:64:64:64,112,classified_ground,2,1,BATTLE_TOWER_OUTSIDE,8,21
TILESET_BATTLE_TOWER_OUTSIDE,6:187:6:6,0,classified_ground,1,1,BATTLE_TOWER_OUTSIDE,4,9
TILESET_BATTLE_TOWER_OUTSIDE,6:6:6:6,0,classified_ground,109,1,BATTLE_TOWER_OUTSIDE,14,6
TILESET_BATTLE_TOWER_OUTSIDE,78:79:94:95,7,classified_signpost,1,1,BATTLE_TOWER_OUTSIDE,10,10
TILESET_BATTLE_TOWER_OUTSIDE,90:90:89:89,7,classified_signpost,9,1,BATTLE_TOWER_OUTSIDE,11,23
TILESET_BATTLE_TOWER_OUTSIDE,90:90:89:89,7,generic_wall_review,2,1,BATTLE_TOWER_OUTSIDE,7,21
TILESET_CAVE,10:38:23:10,7,generic_wall_review,40,15,BURNED_TOWER_B1F,3,1
TILESET_CAVE,10:38:23:20,41,classified_water,4,1,UNION_CAVE_1F,6,4
TILESET_CAVE,12:13:28:29,7,classified_rock,8,5,DIGLETTS_CAVE,6,11
TILESET_CAVE,12:13:28:29,7,generic_wall_review,767,13,BURNED_TOWER_B1F,16,6
TILESET_CAVE,14:15:30:31,123,classified_ground,4,2,SILVER_CAVE_ROOM_2,23,3
TILESET_CAVE,16:16:16:16,7,generic_wall_review,144,1,SILVER_CAVE_ROOM_3,0,0
TILESET_CAVE,16:16:16:16,96,classified_ground,1,1,VICTORY_ROAD,0,11
TILESET_CAVE,1:1:1:1,0,classified_ground,1250,14,BURNED_TOWER_B1F,16,4
TILESET_CAVE,1:1:1:1,112,classified_ground,28,11,DIGLETTS_CAVE,15,5
TILESET_CAVE,1:1:1:1,160,classified_ledge,6,2,UNION_CAVE_B1F,12,10
TILESET_CAVE,1:1:1:1,161,classified_ledge,4,1,VICTORY_ROAD,7,38
TILESET_CAVE,1:1:1:1,163,classified_ledge,12,2,MOUNT_MOON,12,12
TILESET_CAVE,1:1:38:38,7,generic_wall_review,12,2,MOUNT_MOON,12,13
TILESET_CAVE,1:23:1:23,7,generic_wall_review,6,2,UNION_CAVE_B1F,13,10
TILESET_CAVE,1:5:5:21,7,generic_wall_review,53,12,BURNED_TOWER_B1F,4,2
TILESET_CAVE,20:20:20:20,41,classified_water,530,7,SILVER_CAVE_ROOM_2,4,6
TILESET_CAVE,20:21:20:21,41,classified_water,28,6,SILVER_CAVE_ROOM_2,13,30
TILESET_CAVE,21:1:21:1,7,generic_wall_review,4,1,VICTORY_ROAD,6,38
TILESET_CAVE,21:21:21:21,7,generic_wall_review,402,15,BURNED_TOWER_B1F,16,2
TILESET_CAVE,21:22:37:38,7,generic_wall_review,12,5,BURNED_TOWER_B1F,4,11
TILESET_CAVE,21:37:37:38,7,generic_wall_review,67,12,BURNED_TOWER_B1F,16,3
TILESET_CAVE,22:22:22:22,0,classified_ground,3261,15,BURNED_TOWER_B1F,0,0
TILESET_CAVE,22:23:38:39,7,generic_wall_review,12,5,BURNED_TOWER_B1F,5,11
TILESET_CAVE,23:20:23:20,41,classified_water,18,3,UNION_CAVE_1F,6,5
TILESET_CAVE,23:23:23:23,7,generic_wall_review,422,15,BURNED_TOWER_B1F,3,2
TILESET_CAVE,26:27:22:22,7,classified_rock,19,10,DIGLETTS_CAVE,15,6
TILESET_CAVE,26:27:22:22,7,generic_wall_review,1,1,SEAFOAM_GYM,5,6
TILESET_CAVE,32:33:48:49,114,classified_ground,10,6,DIGLETTS_CAVE,17,3
TILESET_CAVE,34:35:50:51,114,classified_ground,2,2,SLOWPOKE_WELL_B1F,7,11
TILESET_CAVE,36:36:22:22,178,classified_ground,478,15,BURNED_TOWER_B1F,5,2
TILESET_CAVE,36:7:22:23,7,generic_wall_review,12,5,BURNED_TOWER_B1F,5,10
TILESET_CAVE,37:38:37:38,7,generic_wall_review,96,3,SILVER_CAVE_ROOM_2,8,0
TILESET_CAVE,38:11:11:21,7,generic_wall_review,51,15,BURNED_TOWER_B1F,16,1
TILESET_CAVE,38:11:20:21,41,classified_water,4,1,UNION_CAVE_1F,13,4
TILESET_CAVE,38:38:20:20,41,classified_water,32,6,SILVER_CAVE_ROOM_2,4,22
TILESET_CAVE,38:38:38:38,7,generic_wall_review,770,15,BURNED_TOWER_B1F,4,1
TILESET_CAVE,38:39:38:39,7,generic_wall_review,78,3,SILVER_CAVE_ROOM_2,29,6
TILESET_CAVE,39:23:38:39,7,generic_wall_review,55,11,BURNED_TOWER_B1F,3,7
TILESET_CAVE,40:41:56:57,114,classified_ground,12,8,BURNED_TOWER_B1F,7,15
TILESET_CAVE,42:43:58:59,114,classified_ground,2,2,SLOWPOKE_WELL_B2F,9,11
